COMBUSTIBLE,AÑO_REGISTRO,CLASE,SERVICIO,MARCA,MUNICIPIO,DEPARTAMENTO,CAPACIDAD_PASAJEROS,POTENCIA,CANTIDAD
GASO ELEC,2021,AUTOMOVIL,Particular,SUZUKI,BOGOTA,Bogota D.C.,,88.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,SUZUKI,BOGOTA,Bogota D.C.,,88.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,SINCELEJO,Sucre,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,CALI,Valle del Cauca,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,VALLEDUPAR,Cesar,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,RESTREPOA,Meta,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,CALI,Valle del Cauca,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,VILLA DEL ROSARIO,Norte de Santander,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,ENVIGADO,Antioquia,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,ENVIGADO,Antioquia,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,SUZUKI,BOGOTA,Bogota D.C.,,88.0,1
GASO ELEC,2021,CAMPERO,Particular,TOYOTA,MANIZALES,Caldas,,176.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,MANIZALES,Caldas,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,PEREIRA,Risaralda,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,CARTAGENA,Bolivar,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,ARMENIA,Quindio,,126.0,1
GASO ELEC,2021,CAMPERO,Particular,TOYOTA,BOGOTA,Bogota D.C.,,176.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BARRANQUILLA,Atlantico,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,ENVIGADO,Antioquia,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,CUCUTA,Norte de Santander,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMPERO,Particular,TOYOTA,SABANETA,Antioquia,,176.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,YOPAL,Casanare,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,ENVIGADO,Antioquia,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,MANIZALES,Caldas,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,MEDELLIN,Antioquia,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,SABANETA,Antioquia,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,VILLA DEL ROSARIO,Norte de Santander,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,PASTO,Narino,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,MANIZALES,Caldas,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,COROZAL,Sucre,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,MINI,MEDELLIN,Antioquia,,220.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,MEDELLIN,Antioquia,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,VILLA DEL ROSARIO,Norte de Santander,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,VILLA DEL ROSARIO,Norte de Santander,,126.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,PALMIRA,Valle del Cauca,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,BOGOTA,Bogota D.C.,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,LA CALERA,Cundinamarca,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,CALI,Valle del Cauca,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,MEDELLIN,Antioquia,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,BOGOTA,Bogota D.C.,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,MONTERIA,Cordoba,,103.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,184.0,1
GASO ELEC,2021,CAMIONETA,Particular,MERCEDES BENZ,BOGOTA,Bogota D.C.,,362.0,1
GASO ELEC,2021,CAMIONETA,Particular,MERCEDES BENZ,BOGOTA,Bogota D.C.,,362.0,1
GASO ELEC,2021,CAMIONETA,Particular,MERCEDES BENZ,SABANETA,Antioquia,,362.0,1
GASO ELEC,2021,CAMIONETA,Particular,MERCEDES BENZ,BOGOTA,Bogota D.C.,,362.0,1
GASO ELEC,2021,CAMIONETA,Particular,MERCEDES BENZ,BOGOTA,Bogota D.C.,,362.0,1
GASO ELEC,2021,CAMIONETA,Particular,MERCEDES BENZ,BUCARAMANGA,Santander,,362.0,1
GASO ELEC,2021,CAMIONETA,Particular,MERCEDES BENZ,BOGOTA,Bogota D.C.,,362.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,BOGOTA,Bogota D.C.,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,BOGOTA,Bogota D.C.,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,LA CEJA,Antioquia,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,BOGOTA,Bogota D.C.,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,BOGOTA,Bogota D.C.,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,BOGOTA,Bogota D.C.,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,FUNZA,Cundinamarca,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,MEDELLIN,Antioquia,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,GIRON,Santander,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,BOGOTA,Bogota D.C.,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,VILLA DEL ROSARIO,Norte de Santander,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,FUNZA,Cundinamarca,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,CHIA,Cundinamarca,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,IBAGUE,Tolima,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,IBAGUE,Tolima,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,BOGOTA,Bogota D.C.,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,MEDELLIN,Antioquia,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,MEDELLIN,Antioquia,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,FUNZA,Cundinamarca,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,MEDELLIN,Antioquia,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,CALI,Valle del Cauca,,103.0,1
GASO ELEC,2022,CAMIONETA,Particular,HYUNDAI,BUCARAMANGA,Santander,,103.0,1
GASO ELEC,2021,CAMIONETA,Particular,HYUNDAI,BOGOTA,Bogota D.C.,,103.0,1
GASO ELEC,2020,AUTOMOVIL,Particular,TOYOTA,MEDELLIN,Antioquia,,126.0,1
GASO ELEC,2020,AUTOMOVIL,Particular,TOYOTA,MEDELLIN,Antioquia,,126.0,1
GASO ELEC,2019,AUTOMOVIL,Particular,TOYOTA,CARTAGENA,Bolivar,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,BMW,SABANETA,Antioquia,,184.0,1
GASO ELEC,2021,CAMIONETA,Particular,KIA,BOGOTA,Bogota D.C.,,118.0,1
GASO ELEC,2021,CAMIONETA,Particular,KIA,BOGOTA,Bogota D.C.,,139.0,1
GASO ELEC,2021,CAMIONETA,Particular,KIA,BOGOTA,Bogota D.C.,,139.0,1
GASO ELEC,2021,CAMIONETA,Particular,KIA,BOGOTA,Bogota D.C.,,139.0,1
GASO ELEC,2021,CAMIONETA,Particular,BMW,MEDELLIN,Antioquia,,286.0,1
GASO ELEC,2021,CAMIONETA,Particular,BMW,SABANETA,Antioquia,,286.0,1
GASO ELEC,2020,CAMIONETA,Particular,MERCEDES BENZ,CAJICA,Cundinamarca,,362.0,1
GASO ELEC,2020,CAMIONETA,Particular,MERCEDES BENZ,BOGOTA,Bogota D.C.,,208.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,BOGOTA,Bogota D.C.,,300.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,BOGOTA,Bogota D.C.,,314.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,IBAGUE,Tolima,,314.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,BOGOTA,Bogota D.C.,,314.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,BOGOTA,Bogota D.C.,,314.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,MANIZALES,Caldas,,314.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,BOGOTA,Bogota D.C.,,314.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,MEDELLIN,Antioquia,,314.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,BOGOTA,Bogota D.C.,,314.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,BOGOTA,Bogota D.C.,,314.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,FUNZA,Cundinamarca,,314.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,BOGOTA,Bogota D.C.,,407.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,BOGOTA,Bogota D.C.,,407.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,MEDELLIN,Antioquia,,407.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,BOGOTA,Bogota D.C.,,407.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,BOGOTA,Bogota D.C.,,407.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,BOGOTA,Bogota D.C.,,407.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,SABANETA,Antioquia,,407.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,MANIZALES,Caldas,,407.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,BOGOTA,Bogota D.C.,,264.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,MEDELLIN,Antioquia,,264.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,BOGOTA,Bogota D.C.,,264.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,BOGOTA,Bogota D.C.,,264.0,1
GASO ELEC,2021,CAMIONETA,Particular,VOLVO,BOGOTA,Bogota D.C.,,407.0,1
GASO ELEC,2021,CAMIONETA,Particular,FORD,IBAGUE,Tolima,,200.0,1
GASO ELEC,2021,CAMPERO,Particular,TOYOTA,AGUAZUL,Casanare,,176.0,1
GASO ELEC,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,292.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,SINCELEJO,Sucre,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,MEDELLIN,Antioquia,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,RESTREPOA,Meta,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,MONTERIA,Cordoba,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,VILLA DEL ROSARIO,Norte de Santander,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,SANTA MARTA,Magdalena,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,VILLA DEL ROSARIO,Norte de Santander,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,SABANETA,Antioquia,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,VILLA DEL ROSARIO,Norte de Santander,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,LA DORADA,Caldas,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,SUZUKI,BOGOTA,Bogota D.C.,,88.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,MINI,MEDELLIN,Antioquia,,220.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,VILLA DEL ROSARIO,Norte de Santander,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,SABANETA,Antioquia,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,SUZUKI,BOGOTA,Bogota D.C.,,88.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,SUZUKI,BOGOTA,Bogota D.C.,,88.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,SUZUKI,BOGOTA,Bogota D.C.,,88.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,SUZUKI,BOGOTA,Bogota D.C.,,88.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,SUZUKI,BOGOTA,Bogota D.C.,,88.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,SUZUKI,MEDELLIN,Antioquia,,88.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,SUZUKI,SABANETA,Antioquia,,88.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,CALI,Valle del Cauca,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,PEREIRA,Risaralda,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,286.0,1
GASO ELEC,2021,CAMPERO,Particular,TOYOTA,ENVIGADO,Antioquia,,176.0,1
GASO ELEC,2021,CAMPERO,Particular,TOYOTA,BOGOTA,Bogota D.C.,,176.0,1
GASO ELEC,2021,CAMPERO,Particular,TOYOTA,MEDELLIN,Antioquia,,176.0,1
GASO ELEC,2021,CAMPERO,Particular,TOYOTA,PEREIRA,Risaralda,,176.0,1
GASO ELEC,2021,CAMPERO,Particular,TOYOTA,BOGOTA,Bogota D.C.,,176.0,1
GASO ELEC,2021,CAMPERO,Particular,TOYOTA,MEDELLIN,Antioquia,,176.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,YOPAL,Casanare,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,PEREIRA,Risaralda,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,VILLA DEL ROSARIO,Norte de Santander,,126.0,1
GASO ELEC,2021,CAMPERO,Particular,TOYOTA,MEDELLIN,Antioquia,,176.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,CALI,Valle del Cauca,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,MANIZALES,Caldas,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,MANIZALES,Caldas,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,MEDELLIN,Antioquia,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,PEREIRA,Risaralda,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,LOS PATIOS,Norte de Santander,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,CALI,Valle del Cauca,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,MEDELLIN,Antioquia,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,PEREIRA,Risaralda,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,CALI,Valle del Cauca,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,VILLA DEL ROSARIO,Norte de Santander,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BARRANQUILLA,Atlantico,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,IBAGUE,Tolima,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,ENVIGADO,Antioquia,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,RIONEGRO,Antioquia,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,SUZUKI,CALI,Valle del Cauca,,88.0,1
GASO ELEC,2022,AUTOMOVIL,Particular,SUZUKI,ARMENIA,Quindio,,88.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,SUZUKI,MEDELLIN,Antioquia,,88.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,SUZUKI,MEDELLIN,Antioquia,,88.0,1
GASO ELEC,2022,CAMIONETA,Particular,VOLVO,PEREIRA,Risaralda,,407.0,1
GASO ELEC,2022,AUTOMOVIL,Particular,MERCEDES BENZ,BOGOTA,Bogota D.C.,,299.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,VILLA DEL ROSARIO,Norte de Santander,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,AUDI,BOGOTA,Bogota D.C.,,249.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,MEDELLIN,Antioquia,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,MEDELLIN,Antioquia,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,MEDELLIN,Antioquia,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,VILLA DEL ROSARIO,Norte de Santander,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,MEDELLIN,Antioquia,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,MEDELLIN,Antioquia,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,MEDELLIN,Antioquia,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,MEDELLIN,Antioquia,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,AUDI,MEDELLIN,Antioquia,,249.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,VILLA DEL ROSARIO,Norte de Santander,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,MEDELLIN,Antioquia,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,CARTAGENA,Bolivar,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,ARMENIA,Quindio,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BARRANQUILLA,Atlantico,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,CALI,Valle del Cauca,,126.0,1
GASO ELEC,2022,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,184.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,MEDELLIN,Antioquia,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,CHIA,Cundinamarca,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,ENVIGADO,Antioquia,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,VILLA DEL ROSARIO,Norte de Santander,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,RESTREPOA,Meta,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,SABANETA,Antioquia,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,ENVIGADO,Antioquia,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,VILLA DEL ROSARIO,Norte de Santander,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,SABANETA,Antioquia,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,SABANETA,Antioquia,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,MEDELLIN,Antioquia,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,AUTOMOVIL,Particular,TOYOTA,MANIZALES,Caldas,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,BMW,SABANETA,Antioquia,,184.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,RESTREPOA,Meta,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,ENVIGADO,Antioquia,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BUCARAMANGA,Santander,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,FORD,BOGOTA,Bogota D.C.,,200.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,BOGOTA,Bogota D.C.,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,PEREIRA,Risaralda,,126.0,1
GASO ELEC,2021,CAMIONETA,Particular,TOYOTA,CALI,Valle del Cauca,,126.0,1
